main_category,code,url,product_name,nutrition_grade_fr,energy,proteins,stores_y
Meat,3181238951016,https://fr.openfoodfacts.org/produit/3181238951016/steak-hache-15-mat-gr-charal-15-bio,Steak haché 15% Mat.gr,c,900,20,-
Meat,3181238941444,https://fr.openfoodfacts.org/produit/3181238941444/bifteck-charal,Bifteck,a,473,23,-
Meat,3181232220569,https://fr.openfoodfacts.org/produit/3181232220569/steak-hache-charal,Steak haché  Charal,c,883,19,
Meat,3254560134966,https://fr.openfoodfacts.org/produit/3254560134966/cheveux-d-anges-charolais-auchan,Cheveux d'anges charolais,b,736,19,Auchan
Meat,3263851930415,https://fr.openfoodfacts.org/produit/3263851930415/steack-hache-5-franprix,Steack haché 5%,a,540,21,
Meat,3181232519137,https://fr.openfoodfacts.org/produit/3181232519137/l-authentique-pur-boeuf-charal,L'authentique Pur Boeuf,b,711,20,Franprix
Meat,3181232519137,https://fr.openfoodfacts.org/produit/3181232519137/l-authentique-pur-boeuf-charal,L'authentique Pur Boeuf,b,711,20,Carrefour Market
Meat,3181232519137,https://fr.openfoodfacts.org/produit/3181232519137/l-authentique-pur-boeuf-charal,L'authentique Pur Boeuf,b,711,20,Magasins U
Processed meat,3095756947010,https://fr.openfoodfacts.org/produit/3095756947010/le-tranche-fin-de-boeuf-dore-au-four-6-tranches-fines-fleury-michon,Le Tranché Fin de Boeuf Doré au four - 6 tranches fines,c,498,21,Cora
Meat,3095753020013,https://fr.openfoodfacts.org/produit/3095753020013/roti-de-boeuf-cuit-dore-au-four-4-tranches-fleury-michon,Rôti de boeuf cuit doré au four - 4 tranches,c,520,21,Franprix
Meat,3095753020013,https://fr.openfoodfacts.org/produit/3095753020013/roti-de-boeuf-cuit-dore-au-four-4-tranches-fleury-michon,Rôti de boeuf cuit doré au four - 4 tranches,c,520,21,Magasins U
Meat,3095753020013,https://fr.openfoodfacts.org/produit/3095753020013/roti-de-boeuf-cuit-dore-au-four-4-tranches-fleury-michon,Rôti de boeuf cuit doré au four - 4 tranches,c,520,21,Auchan
Meat,3273230050245,https://fr.openfoodfacts.org/produit/3273230050245/steak-hache-label-rouge-bigard,Steak haché Label Rouge,b,767,19,
Meat,3265980122853,https://fr.openfoodfacts.org/produit/3265980122853/steak-hache-facon-bouchere,Steak haché façon bouchère,a,556,22,-
Meat,20293345,https://fr.openfoodfacts.org/produit/20293345/pur-boeuf-8-steaks-haches,Pur boeuf 8 steaks hachés,b,812,21,-
Meat,3463490012910,https://fr.openfoodfacts.org/produit/3463490012910/le-steak-hache-pur-boeuf-bio-15-convivial,Le steak hache pur boeuf BIO 15%,b,870,20.2,-
Meat,3512690001849,https://fr.openfoodfacts.org/produit/3512690001849/isla-delice-steack-hache-halal-x32,Isla délice steack hâché halal x32,d,1059,17.9,
Meat,26099378,https://fr.openfoodfacts.org/produit/26099378/steak-hache-5-aldi,Steak Haché 5%,a,556,22,Aldi
Meat,3245415694414,https://fr.openfoodfacts.org/produit/3245415694414/steak-de-boeuf-bio-a-griller-carrefour-bio,Steak de boeuf bio à griller,-,-,-,-
Meat,3273230063986,https://fr.openfoodfacts.org/produit/3273230063986/hache-20-mg-auchan,HACHE 20% MG,-,-,-,Auchan
Meat,3661112087456,https://fr.openfoodfacts.org/produit/3661112087456/viande-hachee-de-veau-facon-bouchere-ferial,Viande hachée de veau façon bouchère,c,833,18,Leclerc
Meat,3560070714568,https://fr.openfoodfacts.org/produit/3560070714568/viande-hachee-pur-boeuf-carrefour,Viande hachée pur boeuf,b,878,19,Carrefour
Meat,3250390303251,https://fr.openfoodfacts.org/produit/3250390303251/viande-hachee-20-mg-600grs-jean-roze,Viande Hachée 20% MG 600grs,d,1000,18,Intermarché
Meat,3250392549664,https://fr.openfoodfacts.org/produit/3250392549664/pur-boeuf-jean-roze,Pur boeuf,c,824,19,-
Meat,3265980153109,https://fr.openfoodfacts.org/produit/3265980153109/viande-hache,Viande Haché,-,-,-,-
Meat,3350030160463,https://fr.openfoodfacts.org/produit/3350030160463/viande-hachee-fraiche-pur-boeuf-5-de-mat-gr-monoprix,"Viande hachée fraîche pur boeuf, 5% de mat. Gr.",a,523,20,Monoprix
Meat,3181232200950,https://fr.openfoodfacts.org/produit/3181232200950/charal-kids,Charal Kids,a,477,22,Carrefour
Meat,3270160601073,https://fr.openfoodfacts.org/produit/3270160601073/2-paves-de-boeuf-aux-3-poivres-marines-attendris-surgeles-picard,2 pavés de bœuf aux 3 poivres - marinés - attendris - surgelés,a,502,21,Picard
Meat,3250391712618,https://fr.openfoodfacts.org/produit/3250391712618/viande-hachee-jean-roze,Viande hachée,a,536,22,Intermarché
Meat,3270160601233,https://fr.openfoodfacts.org/produit/3270160601233/hache-pur-boeuf-picard,Haché pur boeuf,c,824,18.7,Picard
Meat,3760109520133,https://fr.openfoodfacts.org/produit/3760109520133/viande-hachee-surgelee-pur-boeuf-eco,Viande hachée surgelée pur boeuf,d,1067,18,Leclerc
Meat,3181232519397,https://fr.openfoodfacts.org/produit/3181232519397/viande-hachee-de-boeuf-extra-moelleux-charal,"Viande hachée de boeuf, extra moelleux",c,883,15.5,Magasins U
Meat,17003113,https://fr.openfoodfacts.org/produit/17003113/hache-pur-boeuf-tous-les-jours,Haché pur boeuf,d,1071,19,
Meat,3661112850203,https://fr.openfoodfacts.org/produit/3661112850203/viande-hachee-bio-15-mat-gr-marque-repere,Viande hachée bio 15% Mat. Gr.,c,881,19,Leclerc
Meat,3265980164235,https://fr.openfoodfacts.org/produit/3265980164235/2-paves-de-boeuf-tendre-et-plus,2 pavés de boeuf,b,569,19,-
Meat,3181232220347,https://fr.openfoodfacts.org/produit/3181232220347/2-steaks-haches-l-atelier-race-limousine-charal,2 Steaks Hachés l'atelier race limousine,b,803,21,Intermarché
Meat,3181232220347,https://fr.openfoodfacts.org/produit/3181232220347/2-steaks-haches-l-atelier-race-limousine-charal,2 Steaks Hachés l'atelier race limousine,b,803,21,Carrefour
Meat,7610502109571,https://fr.openfoodfacts.org/produit/7610502109571/viande-des-grisons-surselva,Viande des grisons,d,778,38,-
Meat,3661112081126,https://fr.openfoodfacts.org/produit/3661112081126/viande-hachee-15-mat-gr-ferial,Viande hachée 15 % Mat. Gr.,c,881,19,Leclerc
Meat,3560070741670,https://fr.openfoodfacts.org/produit/3560070741670/le-geant-4-steaks-haches-pur-boeuf-carrefour,"Le Géant
4 Steaks hachés pur boeuf",b,878,19,Carrefour
Meat,3329496415585,https://fr.openfoodfacts.org/produit/3329496415585/steak-hache-pur-boeuf-15-mg,Steak Haché Pur Boeuf 15% MG,d,883,19,-
Meat,3381590001477,https://fr.openfoodfacts.org/produit/3381590001477/steak-hache-angus-facon-bouchere-newbif,Steak haché Angus façon bouchère,d,1046,18,
Dressings and sauces,8711200539352,https://fr.openfoodfacts.org/produit/8711200539352/knorr-fond-de-veau,Knorr Fond De Veau,-,1301,7.9,
Meat,3256220172271,https://fr.openfoodfacts.org/produit/3256220172271/steak-hache-facon-bouchere-12-mg-u,Steak haché façon bouchère 12%MG,b,801,21,Magasins U
Meat,3263859972424,https://fr.openfoodfacts.org/produit/3263859972424/steacks-haches-facon-bouchere-leader-price,Steacks hachés façon bouchère,c,870,18,Leader Price
Meat,3661112092450,https://fr.openfoodfacts.org/produit/3661112092450/steack-hache-ferial-15-mg,Steack hache Ferial 15%mg,b,0,19,Leclerc
Meat,3361114017634,https://fr.openfoodfacts.org/produit/3361114017634/2-steaks-haches-facon-bouchere-mon-p-tit-boucher-bio,2 steaks hachés - façon bouchère,a,540,22,-
Meat,3181238955823,https://fr.openfoodfacts.org/produit/3181238955823/l-atelier-steaks-haches-race-normande-les-2-steaks-de-130-g-charal,L'Atelier Steaks hachés race normande les 2 steaks de 130 g,b,728,21,-
Meat,3560071152161,https://fr.openfoodfacts.org/produit/3560071152161/4-steacks-haches-race-aubrac-reflets-de-france,4 steacks hachés race Aubrac,b,787,20,Carrefour
Meat,3181232120135,https://fr.openfoodfacts.org/produit/3181232120135/le-tradition-facon-bouchere-charal,Le Tradition Façon Bouchère,a,542,21,Franprix
Meat,3700141402486,https://fr.openfoodfacts.org/produit/3700141402486/steak-hache-oriental-viandes,Steak haché,c,1054,18,-
Meat,3181238955656,https://fr.openfoodfacts.org/produit/3181238955656/l-atelier-steaks-haches-race-charolaise-les-2-steaks-de-130-g-charal,L'Atelier Steaks hachés race charolaise les 2 steaks de 130 g,b,900,20,-
Meat,3265980154588,https://fr.openfoodfacts.org/produit/3265980154588/steak-hache-facon-bouchere-sourires-de-campagne,Steak haché façon bouchère,c,900,20,
Meat,3256224621638,https://fr.openfoodfacts.org/produit/3256224621638/steak-hache-12-u,Steak Haché 12%,b,715,20,Intermarché
Meat,8002974025685,https://fr.openfoodfacts.org/produit/8002974025685/bresaola-punta-d-anca-villani,Bresaola Punta d'Anca,d,640,32,-
Meat,3181232220415,https://fr.openfoodfacts.org/produit/3181232220415/xxl-steak-hache-charal,XXL Steak Haché,c,878,19,Carrefour
Meat,2200754057130,https://fr.openfoodfacts.org/produit/2200754057130/bresaola,Bresaola,d,686,32.9,-
Meat,3265980790847,https://fr.openfoodfacts.org/produit/3265980790847/boeuf-hache-97-de-maigre-3-de-matieres-grasses-tendre-plus,Boeuf Haché (97% de Maigre / 3% de Matières Grasses),a,464,21,
Meat,3273230067519,https://fr.openfoodfacts.org/produit/3273230067519/100-pur-boeuf-5-mg-bigard,100% Pur Boeuf 5% MG,-,-,-,Carrefour
Meat,3596710366880,https://fr.openfoodfacts.org/produit/3596710366880/mini-boulettes-de-viandes-de-boeuf-cuites-auchan,Mini boulettes de viandes de boeuf cuites,d,904,17.6,SIMPLY MARKET
Meat,3596710366880,https://fr.openfoodfacts.org/produit/3596710366880/mini-boulettes-de-viandes-de-boeuf-cuites-auchan,Mini boulettes de viandes de boeuf cuites,d,904,17.6, Auchan
Meat,3250391901432,https://fr.openfoodfacts.org/produit/3250391901432/steak-hache-jean-roze,Steak haché,c,862,19,Intermarché
Meat,20841218,https://fr.openfoodfacts.org/produit/20841218/steak-hache-bio-5-l-etal-du-boucher,Steak Haché Bio 5%,a,444,17.520000457764,Lidl
Meat,3039050367211,https://fr.openfoodfacts.org/produit/3039050367211/steaks-haches-facon-bouchere-halal-socopa,Steaks hachés façon bouchère Halal,c,866,18,-
Meat,3222473204540,https://fr.openfoodfacts.org/produit/3222473204540/steak-hache-12%E2%84%85-mg-facon-bouchere-pur-boeuf-casino,Steak haché 12℅ MG Façon bouchère Pur bœuf,b,833,18.7,Casino
Meat,3222477016088,https://fr.openfoodfacts.org/produit/3222477016088/10-steaks-haches-pur-boeuf-10-mg-casino,10 steaks hachés pur boeuf 10% MG,b,710,20,Casino
Meat,3254566440061,https://fr.openfoodfacts.org/produit/3254566440061/viande-hachee-vrac-5-auchan,Viande hachee vrac 5%,a,506,19.6,Auchan
Meat,3181232127653,https://fr.openfoodfacts.org/produit/3181232127653/steak-hache-15-2x125g-ls-charal,"Steak Hache 15%% 2X125G Ls,",b,900,20,
Meat,3245413750594,https://fr.openfoodfacts.org/produit/3245413750594/steak-hache-x-2-pur-boeuf-5-mg-chez-carrefour-selectionne-par-nos-bouchers,"Steak haché (x 2), Pur Bœuf (5 % MG)",-,-,-,Carrefour market
Meat,3245413750594,https://fr.openfoodfacts.org/produit/3245413750594/steak-hache-x-2-pur-boeuf-5-mg-chez-carrefour-selectionne-par-nos-bouchers,"Steak haché (x 2), Pur Bœuf (5 % MG)",-,-,-, Carrefour
Meat,3245413750846,https://fr.openfoodfacts.org/produit/3245413750846/viande-hachee-pur-boeuf-15-mg-carrefour,Viande hachée pur boeuf (15% MG),-,-,-,Carrefour City
Meat,3245413750846,https://fr.openfoodfacts.org/produit/3245413750846/viande-hachee-pur-boeuf-15-mg-carrefour,Viande hachée pur boeuf (15% MG),-,-,-, Carrefour
Meat,8005153006086,https://fr.openfoodfacts.org/produit/8005153006086/bresaola-casino,Bresaola,d,669,34,Casino
Processed meat,20443917,https://fr.openfoodfacts.org/produit/20443917/viande-des-grisons-saint-alby,Viande des Grisons,d,803,37.8,Lidl
Meat,3177180000407,https://fr.openfoodfacts.org/produit/3177180000407/delice-de-charolais-entre-lyonnais-beaujolais,Délice de Charolais,d,791,36,Intermarché
Meat,3361114180000,https://fr.openfoodfacts.org/produit/3361114180000/steaks-haches-surgeles-15-monfort-viandes,STEAKS HACHES SURGELES 15%,c,833,18.7,écomiam
Meat,26048642,https://fr.openfoodfacts.org/produit/26048642/steak-hache-facon-bouchere-pur-regal,Steak Haché Façon Bouchère,b,803,21,
Meat,3263851930514,https://fr.openfoodfacts.org/produit/3263851930514/steack-hache-franprix,Steack haché,a,540,21,Franprix
Meat,3039050042729,https://fr.openfoodfacts.org/produit/3039050042729/l-ultra-tendre-moelleux-socopa-15-mg,L'ultra tendre moelleux Socopa 15%mg,c,833,13,
Meat,3257982138024,https://fr.openfoodfacts.org/produit/3257982138024/steacks-haches-bio-cora,Steacks Hachés Bio,c,883,19,Cora
Meat,3463490001792,https://fr.openfoodfacts.org/produit/3463490001792/steaks-haches-12-c-est-qui-le-patron,Steaks hachés 12%,b,774,19.4,Lidl
Meat,3270160148981,https://fr.openfoodfacts.org/produit/3270160148981/4-entrecotes-boite-de-700-grammes-picard,4 Entrecôtes. Boîte De 700 Grammes,c,950,18.4,Picard
Meat,3661112098117,https://fr.openfoodfacts.org/produit/3661112098117/biftecks-dans-la-tranche-bio-x-2-bio-village,Biftecks dans la tranche bio x 2,-,-,-,Leclerc
Meat,3181232519953,https://fr.openfoodfacts.org/produit/3181232519953/biftecks-haches-charal,Biftecks hachés,b,803,21,Magasins U
Meat,3245413825919,https://fr.openfoodfacts.org/produit/3245413825919/steaks-haches-bio-carrefour,Steaks hachés Bio,c,883,19,Carrefour Market
Meat,3245413825919,https://fr.openfoodfacts.org/produit/3245413825919/steaks-haches-bio-carrefour,Steaks hachés Bio,c,883,19, Carrefour
Meat,3596710461950,https://fr.openfoodfacts.org/produit/3596710461950/charolais-pur-boeuf-facon-bouchere-auchan,Charolais pur bœuf façon bouchère,b,79,24,Auchan
Meat,26053790,https://fr.openfoodfacts.org/produit/26053790/hache-pur-boeuf-pour-bolognaise-surgele-sans-marque,"Haché Pur Bœuf Pour Bolognaise, Surgelé",d,1042,17,Aldi
Meat,3245414151017,https://fr.openfoodfacts.org/produit/3245414151017/steak-hache-pur-boeuf-carrefour,Steak haché pur boeuf,a,506,20,Carrefour
Meat,2451594028211,https://fr.openfoodfacts.org/produit/2451594028211/biftecks-petit-appetit-charal,Biftecks - Petit Appétit,a,473,23,
Meat,3661112081102,https://fr.openfoodfacts.org/produit/3661112081102/steaks-haches-le-boucher-15-mat-gr-x-4-chantegril,Steaks hachés le boucher 15 % Mat. Gr. x 4,c,880,19,Leclerc
Meat,3361116874570,https://fr.openfoodfacts.org/produit/3361116874570/10-steaks-haches-surgeles-pur-boeuf-biocoop,10 steaks hachés surgelés pur boeuf,b,874,20.200000762939,Biocoop
Meat,20293185,https://fr.openfoodfacts.org/produit/20293185/steaks-haches,Steaks hachés,b,912,20,-
Meat,5400101057364,https://fr.openfoodfacts.org/produit/5400101057364/viande-des-grisons-carrefour,VIANDE DES GRISONS,d,824,40,Carrefour
Meat,3227061000313,https://fr.openfoodfacts.org/produit/3227061000313/boulettes-au-boeuf-charal,Boulettes au boeuf,d,808,13,Super U
Meat,3227061000313,https://fr.openfoodfacts.org/produit/3227061000313/boulettes-au-boeuf-charal,Boulettes au boeuf,d,808,13, Magasins U
Meat,3263859862329,https://fr.openfoodfacts.org/produit/3263859862329/steaks-haches-facon-bouchere-leader-price,Steaks hachés façon bouchére,c,864,18,Leader Price
Meat,3254566503919,https://fr.openfoodfacts.org/produit/3254566503919/steaks-haches-100-pur-boeuf-15-matieres-grasses-auchan,Steaks Hachés 100% pur boeuf 15% Matières Grasses,c,873,18,Simply Market
Meat,3254566503919,https://fr.openfoodfacts.org/produit/3254566503919/steaks-haches-100-pur-boeuf-15-matieres-grasses-auchan,Steaks Hachés 100% pur boeuf 15% Matières Grasses,c,873,18,Auchan
Meat,3254565412137,https://fr.openfoodfacts.org/produit/3254565412137/steak-hache-5-auchan,Steak Haché 5%,a,523,20,Auchan
Meat,3254565412137,https://fr.openfoodfacts.org/produit/3254565412137/steak-hache-5-auchan,Steak Haché 5%,a,523,20,Leader Price
Meat,3181231003354,https://fr.openfoodfacts.org/produit/3181231003354/steaks-charal,Steaks,b,803,21,Magasins U
Meat,3596710419128,https://fr.openfoodfacts.org/produit/3596710419128/steaks-haches-pur-boeuf-auchan,Steaks Hachés Pur Bœuf,c,883,19,Auchan
Meat,3265980311967,https://fr.openfoodfacts.org/produit/3265980311967/10-burgers-a-l-oignon-surgeles-esquigel,10 Burgers à l'oignon surgelés,c,895,15,Carrefour
Meat,3245415073998,https://fr.openfoodfacts.org/produit/3245415073998/steaks-haches-pur-boeuf-5-carrefour,"Steaks haches pur boeuf, 5%",b,527,20,
Meat,3270160608294,https://fr.openfoodfacts.org/produit/3270160608294/paves-de-rumsteck-race-charolaise-picard,Pavés de Rumsteck race Charolaise,a,448,22,Picard
Meat,3497720370006,https://fr.openfoodfacts.org/produit/3497720370006/steaks-haches,Steaks Hachés,-,-,-,-
Meat,3181232180887,https://fr.openfoodfacts.org/produit/3181232180887/pave-de-rumsteck-aux-3-poivres,Pavé de Rumsteck aux 3 Poivres,b,502,21,-
Meat,3512690003737,https://fr.openfoodfacts.org/produit/3512690003737/10-2-steaks-haches-isla-delice,10+2 Steaks hachés,d,1046,18,Cora
Meat,3258565412463,https://fr.openfoodfacts.org/produit/3258565412463/steak-hachex10-20-mg-ep-ecoprix,"Steak Hachex10 20%%Mg Ep,",d,1054,18,
Meat,3254565417026,https://fr.openfoodfacts.org/produit/3254565417026/6-steaks-haches-bio-auchan,6 Steaks Hachés Bio,c,900,20,Auchan
Meat,3440970221109,https://fr.openfoodfacts.org/produit/3440970221109/viande-chevaline-pegase,Viande chevaline,-,-,-,
Meat,3254565418603,https://fr.openfoodfacts.org/produit/3254565418603/steaks-haches-auchan,Steaks Haches Auchan,c,833,18.7,Auchan
Meat,3245414517578,https://fr.openfoodfacts.org/produit/3245414517578/boulettes-a-la-provencale-au-boeuf-carrefour,Boulettes à la Provençale au boeuf,d,1071,14,Carrefour
Meat,3181232222037,https://fr.openfoodfacts.org/produit/3181232222037/l-authentique-facon-bouchere-5-m-g-charal,L'Authentique Façon Bouchère 5% M.G.,a,544,22,Franprix
Meat,3263859564018,https://fr.openfoodfacts.org/produit/3263859564018/steak-hache-leader-price,Steak haché,b,849,18.7,Leader Price
One-dish meals,3261830503162,https://fr.openfoodfacts.org/produit/3261830503162/langue-de-boeuf-relais-gourmand,Langue de boeuf,c,661,9,
Meat,3250390020806,https://fr.openfoodfacts.org/produit/3250390020806/boulettes-au-boeuf-jean-roze,Boulettes au Bœuf,d,858,14.7,Intermarché
Sandwiches,3245415327282,https://fr.openfoodfacts.org/produit/3245415327282/steaks-haches-bio-carrefour,Steaks haches bio,d,866,12,Carrefour
Meat,3273230068561,https://fr.openfoodfacts.org/produit/3273230068561/hache-tradition-15-matiere-grasse-bigard-barq-700g-s-atm,Hache tradition 15% matiere grasse Bigard barq.700g s/atm,d,3602,18,
Meat,8019440003498,https://fr.openfoodfacts.org/produit/8019440003498/bresaola-artisanale-100g-rosa-dell-angelo,Bresaola Artisanale 100g,d,611,30,-
Meat,8007975010449,https://fr.openfoodfacts.org/produit/8007975010449/bresaola,Bresaola,d,703,32,-
Meat,3661112092108,https://fr.openfoodfacts.org/produit/3661112092108/viande-hachee-pur-boeuf-5-mg-ferial-350g,Viande Hachée Pur Bœuf 5% MG - Férial - 350g,d,507,19.6,Leclerc
Meat,3661112092092,https://fr.openfoodfacts.org/produit/3661112092092/viande-hachee-pur-boeuf-15-mg-ferial,Viande Hachée Pur Bœuf 15% MG,d,830,18.7,Leclerc
Meat,3661112091767,https://fr.openfoodfacts.org/produit/3661112091767/viande-hachee-pur-boeuf-5-mg-ferial,Viande Hachée Pur Bœuf 5% MG,d,507,19.6,
Meat,3661112092054,https://fr.openfoodfacts.org/produit/3661112092054/steaks-haches-pur-boeuf-5-mg-ferial,Steaks Hachés Pur Bœuf 5% MG,a,507,19.6,Leclerc
Meat,3661112092122,https://fr.openfoodfacts.org/produit/3661112092122/viande-hachee-pur-boeuf-15-mg-ferial-500g,Viande Hachée Pur Bœuf 15% MG - Férial - 500g,c,830,18.7,Leclerc
Meat,3245415074117,https://fr.openfoodfacts.org/produit/3245415074117/steak-hache-pur-boeuf-5-carrefour,Steak Haché Pur Boeuf 5%,a,523,20,Carrefour
Meat,3596710339600,https://fr.openfoodfacts.org/produit/3596710339600/steak-hache-5-auchan,Steak haché 5%,a,607,25,Simply market
Meat,3596710339600,https://fr.openfoodfacts.org/produit/3596710339600/steak-hache-5-auchan,Steak haché 5%,a,607,25,Auchan
Meat,3760114535252,https://fr.openfoodfacts.org/produit/3760114535252/10-steaks-haches-pur-boeuf,10 steaks haches pur boeuf,d,1054,18,-
Meat,3254565414544,https://fr.openfoodfacts.org/produit/3254565414544/steack-hache-auchan,Steack hache  Auchan,c,833,18.700000762939,Auchan
Meat,3039050043399,https://fr.openfoodfacts.org/produit/3039050043399/steak-hache-facon-bouchere-socopa,Steak Haché Façon Bouchère,-,770,19,-
Meat,3257980351876,https://fr.openfoodfacts.org/produit/3257980351876/steak-hache-pur-boeuf-cora,Steak haché pur boeuf,-,-,-,Cora
Meat,3039050042606,https://fr.openfoodfacts.org/produit/3039050042606/steak-hache-socopa,Steak haché,a,540,21,
Meat,0292472031815,https://fr.openfoodfacts.org/produit/0292472031815/biftecks-charal,Biftecks Charal,-,473,23,-
Meat,3265980790830,https://fr.openfoodfacts.org/produit/3265980790830/tartare-de-boeuf-tendre-plus,Tartare de boeuf,b,464,16,
Meat,3039050043900,https://fr.openfoodfacts.org/produit/3039050043900/brochettes-nature-moelleuses-et-savoureuses-socopa,Brochettes nature moelleuses et savoureuses,-,-,-,Carrefour
Meat,3760187538785,https://fr.openfoodfacts.org/produit/3760187538785/viande-des-grisons-bio,Viande des grisons bio,d,778,38,-
Meat,3700036901193,https://fr.openfoodfacts.org/produit/3700036901193/steaks-haches-naturalia,Steaks hachés,b,874,20,Naturalia
Meat,3270190020103,https://fr.openfoodfacts.org/produit/3270190020103/le-pur-boeuf-10-steaks-haches-carrefour,"Le Pur Boeuf 
10 Steaks hachés",b,784,20,Carrefour
Meat,40882512,https://fr.openfoodfacts.org/produit/40882512/steack-special-burger-l-etal-du-boucher,Steack special burger,c,866,0,Lidl
Meat,3292590861186,https://fr.openfoodfacts.org/produit/3292590861186/steaks-haches-pur-boeuf-5-mg-thiriet,Steaks hachés pur boeuf 5% mg,a,515,20,Thiriet
Meat,3181232515955,https://fr.openfoodfacts.org/produit/3181232515955/steak-hache,Steak hache,c,874,18.5,-
Meat,3245415074230,https://fr.openfoodfacts.org/produit/3245415074230/viande-hachee-5-mg-carrefour,Viande Hachée 5% MG,-,-,-,Carrefour
Meat,3661112092313,https://fr.openfoodfacts.org/produit/3661112092313/steak-hache-surgele-pur-boeuf-5-mat-grasse-marque-repere,Steak Hache Surgelé Pur Bœuf 5% Mat. Grasse,b,556,21.8,Leclerc
Meat,3181232519212,https://fr.openfoodfacts.org/produit/3181232519212/egrene-70-de-viande,Égrené 70% de viande,d,954,15,
Meat,3273230604554,https://fr.openfoodfacts.org/produit/3273230604554/hache-de-boeuf-15-mf-bigard,Haché de boeuf 15%MF,d,858,14,-
Meat,3181232201032,https://fr.openfoodfacts.org/produit/3181232201032/2-paves-charal,2 pavés,a,473,23,Leclerc
Meat,3245414517455,https://fr.openfoodfacts.org/produit/3245414517455/boulettes-au-boeuf-carrefour,Boulettes au Boeuf,d,1046,15,Carrefour City
Meat,3245414517455,https://fr.openfoodfacts.org/produit/3245414517455/boulettes-au-boeuf-carrefour,Boulettes au Boeuf,d,1046,15, Carrefour
Meat,3268750007008,https://fr.openfoodfacts.org/produit/3268750007008/viande-des-grisons-graubnden,Viande des grisons,d,803,37.8,-
Meat,3227061000306,https://fr.openfoodfacts.org/produit/3227061000306/boulettes-au-boeuf-charal,Boulettes au boeuf,-,791,13,Franprix
Meat,3227061000306,https://fr.openfoodfacts.org/produit/3227061000306/boulettes-au-boeuf-charal,Boulettes au boeuf,-,791,13, Magasins U
Meat,3181232220026,https://fr.openfoodfacts.org/produit/3181232220026/2-steaks-haches-5-m-g-bio-charal,2 Steaks Hachés 5% M.G Bio,a,540,21,Super U
Meat,3265980153796,https://fr.openfoodfacts.org/produit/3265980153796/1-entrecote-de-boeuf-sourires-de-campagne,1 entrecôte de bœuf,-,-,-,
Meat,3661112850449,https://fr.openfoodfacts.org/produit/3661112850449/viande-hachee-bio-15-mat-gr-marque-repere,Viande hachée bio 15% Mat. Gr.,-,795,20,Leclerc
Meat,3256227125010,https://fr.openfoodfacts.org/produit/3256227125010/viande-hachee-charolais-u,Viande hachée charolais,a,556,22,Magasins U
Meat,3700311865448,https://fr.openfoodfacts.org/produit/3700311865448/hache-au-boeuf-tous-les-jours,Haché au Bœuf,d,870,16,Géant
Meat,3700311865448,https://fr.openfoodfacts.org/produit/3700311865448/hache-au-boeuf-tous-les-jours,Haché au Bœuf,d,870,16, Casino
Meat,3596710387632,https://fr.openfoodfacts.org/produit/3596710387632/steak-hache-100-pur-boeuf-x10-auchan,Steak hache 100% pur boeuf x10,c,874,18,Auchan
Meat,3661112850197,https://fr.openfoodfacts.org/produit/3661112850197/steak-hache-surg-bio-15-mg-x10-marque-repere,Steak hache surg bio 15%mg x10,c,881,19,Leclerc
Meat,3250392336165,https://fr.openfoodfacts.org/produit/3250392336165/steaks-haches-netto,Steaks hachés,a,502,21,Netto
Meat,3181232120043,https://fr.openfoodfacts.org/produit/3181232120043/steak-hache-5-charal,Steak Haché 5%,a,540,21,-
Meat,3270160144846,https://fr.openfoodfacts.org/produit/3270160144846/8-biftecks-haches-pur-boeuf-picard,8 Biftecks hachés pur bœuf,c,821,18.7,Picard
Meat,3258561450469,https://fr.openfoodfacts.org/produit/3258561450469/viande-des-grisons-boeuf-seche-belle-france,Viande des Grisons Boeuf séché,d,908,38.099998474121,
Meat,3250392916930,https://fr.openfoodfacts.org/produit/3250392916930/viande-hachee-pur-boeuf-jean-roze,Viande Hachée pur bœuf,c,803,19,
Meat,3265980153772,https://fr.openfoodfacts.org/produit/3265980153772/steak-hache-tendre-et-plus,Steak haché,a,669,22,-
Meat,3245390209917,https://fr.openfoodfacts.org/produit/3245390209917/faux-filet-carrefour,faux-filet,-,-,-,Carrefour
Meat,3181238942243,https://fr.openfoodfacts.org/produit/3181238942243/faux-filet-charal,Faux-Filet,a,619,22,
Meat,3350033645141,https://fr.openfoodfacts.org/produit/3350033645141/viande-hachee-monoprix,Viande hachée,d,761,15,Monoprix
Meat,3350030205676,https://fr.openfoodfacts.org/produit/3350030205676/faux-filet-monoprix-bio,Faux-filet,-,-,-,
Meat,3351900000025,https://fr.openfoodfacts.org/produit/3351900000025/10-steaks-haches-pur-b%C2%9Cuf-de-100-grammes-marque-andre-krief,"10 Steaks Hachés Pur Buf De 100 Grammes, Marque André Krief",d,1000,17,-
Meat,3273230258597,https://fr.openfoodfacts.org/produit/3273230258597/steacks-haches-100-pur-boeuf-bigard,Steacks Hachés 100%pur Boeuf Bigard,c,883,19,
Meat,3254568014406,https://fr.openfoodfacts.org/produit/3254568014406/steak-hache-10-mmm,Steak Haché 10%,b,715,20,Auchan
Meat,3760109520003,https://fr.openfoodfacts.org/produit/3760109520003/steack-hache-15-mg-eco,Steack Haché 15% MG,b,879,19,Leclerc
