main_category,code,url,product_name,nutrition_grade_fr,energy,proteins,stores_y
Breakfast cereals,08120736,https://fr.openfoodfacts.org/produit/08120736/speciale-k-kelloggs,spéciale k,-,-,-,Leclerc
Breakfast cereals,3329483501208,https://fr.openfoodfacts.org/produit/3329483501208/flocons-d-orge-markal,Flocons D'orge,a,597,10,Biocoop
Breakfast cereals,3263850804410,https://fr.openfoodfacts.org/produit/3263850804410/mueslis-croustillant-chocolat-noir-chocolat-au-lait-et-caramel-marche-franprix,"Mueslis croustillant chocolat noir, chocolat au lait et caramel",d,1920,8.8,Franprix
Breakfast cereals,9108930009795,https://fr.openfoodfacts.org/produit/9108930009795/quaker-muesli-croustillant,quaker muesli croustillant,a,1760,11.1,-
Breakfast cereals,3464878111157,https://fr.openfoodfacts.org/produit/3464878111157/crousticru-gaia,CroustiCru,d,1954,12,
Breakfast cereals,3596710133161,https://fr.openfoodfacts.org/produit/3596710133161/petale-de-mais-pouce,Pétale de Maïs,d,1634,8.5,Auchan
Breakfast cereals,3175681103993,https://fr.openfoodfacts.org/produit/3175681103993/crousti-pepites-son-d-avoine-gerble,Crousti Pépites Son d'avoine,c,1733,11,
Breakfast cereals,4260188782716,https://fr.openfoodfacts.org/produit/4260188782716/christmas-granola-mymuesli,Christmas Granola,c,1895,10,
Breakfast cereals,5053827153775,https://fr.openfoodfacts.org/produit/5053827153775/ancient-legends-muesli-kellogg-s,Ancient Legends Muesli,c,1720,12,auchan
Breakfast cereals,3410280024318,https://fr.openfoodfacts.org/produit/3410280024318/corn-flakes-top-budget,Corn Flakes,b,1615,8.2,Intermarché
Breakfast cereals,3410280024318,https://fr.openfoodfacts.org/produit/3410280024318/corn-flakes-top-budget,Corn Flakes,b,1615,8.2,Géant CKDO
Breakfast cereals,00819138,https://fr.openfoodfacts.org/produit/00819138/corn-flakes-marks-spencer,Corn Flakes,c,1552,7.9,Marks & Spencer
Breakfast cereals,3350031628900,https://fr.openfoodfacts.org/produit/3350031628900/muesli-25-de-fruit-4-cereales-bio-monoprix-monoprix-bio,Muesli 25% de fruit 4 céréales Bio Monoprix,b,1569,7.7,Monoprix
Breakfast cereals,3421557501432,https://fr.openfoodfacts.org/produit/3421557501432/corn-flakes-sucre-de-canne-grillon-d-or,Corn flakes sucre de canne,c,1569,7,
Breakfast cereals,3350031620874,https://fr.openfoodfacts.org/produit/3350031620874/pepites-croustillantes-30-de-fruits-monoprix,Pépites croustillantes 30% de fruits,d,1896,7.6,Monoprix
Breakfast cereals,3250391906550,https://fr.openfoodfacts.org/produit/3250391906550/muesli-crispy-light-chabrior,Muesli Crispy Light,c,1724,9.8,Intermarché
Breakfast cereals,3263850802096,https://fr.openfoodfacts.org/produit/3263850802096/muesli-croustillant-leader-price,muesli croustillant,-,-,-,Leader Price
Breakfast cereals,3263850807916,https://fr.openfoodfacts.org/produit/3263850807916/muesli-croustillant-aux-noix-leader-price,Muesli croustillant aux noix,c,2000,11,Leader Price
Breakfast cereals,7318690076285,https://fr.openfoodfacts.org/produit/7318690076285/bran-flakes-naturell-ica,Bran Flakes Naturell,a,1590,13,ICA
Breakfast cereals,3168930010241,https://fr.openfoodfacts.org/produit/3168930010241/golden-crisp-noisettes-amandes-et-graines-de-courge,"Golden Crisp Noisettes, amandes et graines de courge",a,1795,9.2,
Breakfast cereals,3564707483292,https://fr.openfoodfacts.org/produit/3564707483292/muesli-croustillant-fruits-secs-bio-village,Muesli croustillant - Fruits secs,d,1870,8.3,
Breakfast cereals,3229820793849,https://fr.openfoodfacts.org/produit/3229820793849/muesli-superfruits-gayelord-hauser,Muesli superfruits,a,1598,13,Magasins U
Breakfast cereals,3273120027753,https://fr.openfoodfacts.org/produit/3273120027753/muesli-5-cereales-celnat,Muesli 5 cereales,b,1515,8.9,
Breakfast cereals,20472610,https://fr.openfoodfacts.org/produit/20472610/muesli-simply-sumptuous,Muesli,d,1381,6.6,
Breakfast cereals,3664037000029,https://fr.openfoodfacts.org/produit/3664037000029/muesli-croustillant-banane-vanille-kokoji,Muesli croustillant banane-vanille Kokoji,a,1653,12.5,Biocoop
Breakfast cereals,3421557501678,https://fr.openfoodfacts.org/produit/3421557501678/muesli-aux-fruits-terres-et-cereales,Muesli aux Fruits,a,1314,8.4,Magasins U
Breakfast cereals,5900020028914,https://fr.openfoodfacts.org/produit/5900020028914/clusters-crunchy-muesli-caramel,Clusters Crunchy Muesli Caramel,c,1782,7.9,LECLERC
Breakfast cereals,5900020028914,https://fr.openfoodfacts.org/produit/5900020028914/clusters-crunchy-muesli-caramel,Clusters Crunchy Muesli Caramel,c,1782,7.9, Magasins U
Breakfast cereals,3760103001607,https://fr.openfoodfacts.org/produit/3760103001607/muesli-au-lait-et-aux-fruits-mx3,Muesli au Lait et aux Fruits,-,1481,13,
Breakfast cereals,6009518202054,https://fr.openfoodfacts.org/produit/6009518202054/muesli-cinnamon-granola,Muesli cinnamon granola,d,1791,9.3,
Breakfast cereals,3421557110382,https://fr.openfoodfacts.org/produit/3421557110382/krounchy-noix-de-coco-goji-grillon-d-or,"Krounchy Noix de Coco, Goji",d,1866,7.2,
Breakfast cereals,8715700421797,https://fr.openfoodfacts.org/produit/8715700421797/flocons-d-avoine-brinta,Flocons d´avoine,a,1481,13,
Breakfast cereals,8019010239296,https://fr.openfoodfacts.org/produit/8019010239296/cereales-pour-petit-dejeuner-aux-5-cereales-croquantes-ecor,Céréales pour Petit-Déjeuner - Aux 5 Céréales Croquantes,c,1540,8.3,Naturasi
Breakfast cereals,5414624123451,https://fr.openfoodfacts.org/produit/5414624123451/qrex-frosted-flakes-tilo-s,Qrex - Frosted Flakes,d,1573,5,
Breakfast cereals,3760014422911,https://fr.openfoodfacts.org/produit/3760014422911/muesli-aux-raisins-voyager,Muesli aux Raisins,c,1502,11.5,RCIR
Breakfast cereals,3760014422911,https://fr.openfoodfacts.org/produit/3760014422911/muesli-aux-raisins-voyager,Muesli aux Raisins,c,1502,11.5,Armée de Terre
Breakfast cereals,4015753193868,https://fr.openfoodfacts.org/produit/4015753193868/muesli-energetique-au-peronin-et-fruits-trek-n-eat,Muesli Énergétique au Peronin et Fruits,-,1682,14,
Breakfast cereals,3184340070392,https://fr.openfoodfacts.org/produit/3184340070392/muesli-aux-fruits-pural,Muesli aux fruits,c,1448,9,
Breakfast cereals,5000108814900,https://fr.openfoodfacts.org/produit/5000108814900/100-wholegrain-rolled-oats-quaker,Quaker Traditional Oats 500G Bag,a,1565,11,
Breakfast cereals,8711812420604,https://fr.openfoodfacts.org/produit/8711812420604/krokante-muesli-pure-chocolat-zonnatura,Krokante muesli pure chocolat,c,1870,9.8,
Breakfast cereals,5601219430203,https://fr.openfoodfacts.org/produit/5601219430203/corn-flakes-rio-bravo,Corn Flakes,d,1582,6,
Breakfast cereals,00913744,https://fr.openfoodfacts.org/produit/00913744/muesli-marks-spencer,Muesli,a,1632,11.6,Marks & Spencer
Breakfast cereals,3597620009003,https://fr.openfoodfacts.org/produit/3597620009003/cruesli-quaker,Cruesli,d,1987,7,Banque alimentaire
Breakfast cereals,5010477346636,https://fr.openfoodfacts.org/produit/5010477346636/fruit-nut-muesli-jordans,Fruit & Nut Muesli,d,1544,8.5,
Breakfast cereals,5010477347312,https://fr.openfoodfacts.org/produit/5010477347312/crunchy-oat-granola-simply-granola-jordans,"Crunchy Oat Granola, Simply Granola",c,1749,9.5,
Breakfast cereals,3760240720386,https://fr.openfoodfacts.org/produit/3760240720386/flocons-5-cereales-le-bio-de-manon,Flocons 5 céréales,a,1490,12,Leclerc
Breakfast cereals,8710398169594,https://fr.openfoodfacts.org/produit/8710398169594/flocons-d-avoine-quaker,Flocons d'avoine,-,1569,11,
Breakfast cereals,3380390068505,https://fr.openfoodfacts.org/produit/3380390068505/flocons-d-epeautre-primeal,Flocons d’épeautre,a,1335,12.1,
Breakfast cereals,20195984,https://fr.openfoodfacts.org/produit/20195984/muesli-bio-aux-4-fruits-rouges-bio-sonne,Muesli bio aux 4 fruits rouges,a,1467,9.2,Norma
Breakfast cereals,20151546,https://fr.openfoodfacts.org/produit/20151546/muesli-bio-bio-sonne,Muesli bio,d,1837,8.5,
Breakfast cereals,3347431920314,https://fr.openfoodfacts.org/produit/3347431920314/flocons-cinq-cereales-naturaline,Flocons cinq cereales,a,1389,10.98,
Breakfast cereals,00933216,https://fr.openfoodfacts.org/produit/00933216/4-nut-and-flame-raisin-granola-marks-spencer,4 Nut And Flame Raisin Granola,c,1916,10,Marks & Spencer
Breakfast cereals,9004617063404,https://fr.openfoodfacts.org/produit/9004617063404/verival-beeren-urkorn-musli-bio-325g-karton,Verival Beeren Urkorn Müsli Bio (325G Karton),a,1490,11,
Breakfast cereals,5053827153744,https://fr.openfoodfacts.org/produit/5053827153744/muesli-quinoa-pomme-airelles-et-graines-de-chia-kellogg-s,"Muesli Quinoa, pomme, airelles et graines de chia",b,1636,8.9,Leclerc
Breakfast cereals,8710466278524,https://fr.openfoodfacts.org/produit/8710466278524/vitalis-roasted-muesli-chocolat-noisettes-dr-oetker,Vitalis Roasted Muesli Chocolat Noisettes,c,1837,10,Noz
Breakfast cereals,3421557910128,https://fr.openfoodfacts.org/produit/3421557910128/muesli-pepites-de-chocolat-noir-terres-et-cereales,Muesli pépites de chocolat noir,b,1770,11,
Breakfast cereals,3168930444725,https://fr.openfoodfacts.org/produit/3168930444725/golden-muesli-noix-de-pecan-noix-du-bresil-quaker,Golden Muesli Noix de Pecan & Noix du Bresil,a,1757,11,
Breakfast cereals,3350033138780,https://fr.openfoodfacts.org/produit/3350033138780/monoprix-muesli-aux-7-fruits,Monoprix Muesli aux 7 fruits,c,1561,9.5,Monoprix
Breakfast cereals,3254560032545,https://fr.openfoodfacts.org/produit/3254560032545/crousty-2-chocolats-chocolat-noir-et-chocolat-blanc-auchan,Crousty 2 chocolats - chocolat noir et chocolat blanc,d,1885,6.7,Auchan
Breakfast cereals,3596710408214,https://fr.openfoodfacts.org/produit/3596710408214/muesli-croustillant-aux-fruits-secs-pouce,Muesli Croustillant aux Fruits Secs,d,1870,8.5,Auchan
Breakfast cereals,3421557112102,https://fr.openfoodfacts.org/produit/3421557112102/muesli-super-fruits-grillon-d-or,Muesli Super Fruits,a,1540,9.9,
Breakfast cereals,3421557701382,https://fr.openfoodfacts.org/produit/3421557701382/flocons-d-avoine-complets-grillon-d-or,Flocons d'Avoine Complets,a,1113,12.5,Biocoop
Breakfast cereals,3168930010623,https://fr.openfoodfacts.org/produit/3168930010623/cruesli-chocolat-quaker,Cruesli chocolat,c,1908,7.8,Auchan
Breakfast cereals,22141781,https://fr.openfoodfacts.org/produit/22141781/white-flakes-knusperone,White Flakes,d,1648,6.8,
Breakfast cereals,3168936464475,https://fr.openfoodfacts.org/produit/3168936464475/golden-muesli-pommes-amandes-quaker,Golden Muesli Pommes & Amandes,b,1552,9.6,
Breakfast cereals,4021234112068,https://fr.openfoodfacts.org/produit/4021234112068/krunchy-chocolat-barnhouse,Krunchy Chocolat,d,1879,8.9,
Breakfast cereals,3760222470650,https://fr.openfoodfacts.org/produit/3760222470650/flocons-de-sarrazin-jean-pierre-cloteau,Flocons de Sarrazin,a,1431,11,
Breakfast cereals,5053827139939,https://fr.openfoodfacts.org/produit/5053827139939/special-k-crunchy-muesli-chocolat-noisettes-kellogg-s,Special K Crunchy Muesli Chocolat Noisettes,c,1669,9.1,
Breakfast cereals,3266191008127,https://fr.openfoodfacts.org/produit/3266191008127/muesli-croustillant-au-quinoa-et-au-chocolat-la-vie-claire,Muesli Croustillant au Quinoa et au Chocolat,c,1828,9.1,La Vie Claire
Breakfast cereals,3244441016177,https://fr.openfoodfacts.org/produit/3244441016177/breizh-granola-mademoiselle-breizh-250-g,Breizh Granola Mademoiselle Breizh 250 G,-,1845,9,
Breakfast cereals,3168930010104,https://fr.openfoodfacts.org/produit/3168930010104/cruesli-gout-vanille-quaker,Cruesli goût Vanille,c,1933,6.9,Leclerc
Breakfast cereals,3168930010104,https://fr.openfoodfacts.org/produit/3168930010104/cruesli-gout-vanille-quaker,Cruesli goût Vanille,c,1933,6.9,Auchan
Breakfast cereals,3168930010104,https://fr.openfoodfacts.org/produit/3168930010104/cruesli-gout-vanille-quaker,Cruesli goût Vanille,c,1933,6.9,Ocady'Plus
Breakfast cereals,3168930010104,https://fr.openfoodfacts.org/produit/3168930010104/cruesli-gout-vanille-quaker,Cruesli goût Vanille,c,1933,6.9,Leader Price
Breakfast cereals,5412158010179,https://fr.openfoodfacts.org/produit/5412158010179/muesli-aux-fruits-biofood,Muesli aux fruits,b,1494,10.7,
Breakfast cereals,5051140851460,https://fr.openfoodfacts.org/produit/5051140851460/special-flakes-with-red-berries-tesco,Special flakes with red berries,b,1548,7.4,
Breakfast cereals,3494690021044,https://fr.openfoodfacts.org/produit/3494690021044/crunchy-muesly-with-4-nuts-sunny-grain,Crunchy muesly with 4 nuts,d,2046,10.2,Grand frais
Breakfast cereals,20178833,https://fr.openfoodfacts.org/produit/20178833/corn-flakes-golden-breakfast,Corn flakes,c,1565,7.4,
Breakfast cereals,3410280123578,https://fr.openfoodfacts.org/produit/3410280123578/corn-flakes-750-g-top-budget,Corn Flakes 750 g,b,1615,8.5,
Breakfast cereals,3760103003434,https://fr.openfoodfacts.org/produit/3760103003434/muesli-au-lait-framboise-fraise-figue-mx3,Muesli au Lait - Framboise - Fraise - Figue,b,1565,12.9,RCIR
Breakfast cereals,3760103003434,https://fr.openfoodfacts.org/produit/3760103003434/muesli-au-lait-framboise-fraise-figue-mx3,Muesli au Lait - Framboise - Fraise - Figue,b,1565,12.9,Armée de Terre
Breakfast cereals,3263850801693,https://fr.openfoodfacts.org/produit/3263850801693/muesli-croustillant-aux-fruits-leader-price,Muesli croustillant aux fruits,d,1903,8,Leader Price
Breakfast cereals,3760173810093,https://fr.openfoodfacts.org/produit/3760173810093/muesli-aux-fruits-moulin-de-hurtigheim,Muesli aux fruits,-,-,-,
Breakfast cereals,8719153005467,https://fr.openfoodfacts.org/produit/8719153005467/muesli-a-l-epeautre-biowise,Muesli à l'épeautre,a,1552,12.3,Action
Breakfast cereals,3263850807992,https://fr.openfoodfacts.org/produit/3263850807992/muesli-croustillant-amande-noisette-noix-de-cajou-et-noix-de-pecan-leader-price,"Muesli croustillant, amande, noisette, noix de cajou et noix de pécan",b,1975,10.5,Leader Price
Breakfast cereals,3421557501593,https://fr.openfoodfacts.org/produit/3421557501593/muesli-lin-et-courges-terres-et-cereales,Muesli Lin et Courges,a,1862,13,Auchan
Breakfast cereals,8595229908333,https://fr.openfoodfacts.org/produit/8595229908333/musli-crunchy-honey-nuts-emco,Müsli Crunchy Honey & Nuts,c,1887,9.4,Noz
Breakfast cereals,5060043222055,https://fr.openfoodfacts.org/produit/5060043222055/absolutely-nutty-granola-grain,Absolutely Nutty Granola,c,1715,9.1,
Breakfast cereals,52217767,https://fr.openfoodfacts.org/produit/52217767/muesli-croustillant-au-sirop-d-erable-et-aux-noix-de-pecan-crownfield,Muesli Croustillant au sirop d'érable et aux noix de pécan,-,-,-,Lidl
Breakfast cereals,5425018449392,https://fr.openfoodfacts.org/produit/5425018449392/granola-au-sucre-de-coco-le-pain-quotidien,Granola au sucre de coco,e,1971,10,
Breakfast cereals,3554983009668,https://fr.openfoodfacts.org/produit/3554983009668/muesli-mix-fruits-transgourmet,Muesli Mix Fruits,a,1460,9.5,
Breakfast cereals,2000000044300,https://fr.openfoodfacts.org/produit/2000000044300/clusters-muesli-chocolat-au-lait-nestle,Clusters Muesli Chocolat au lait,c,1782,7.8,Super U
Breakfast cereals,20060831,https://fr.openfoodfacts.org/produit/20060831/special-muesli-simply-somptuous,Special muesli,d,1623,8.5,
Breakfast cereals,3760092215306,https://fr.openfoodfacts.org/produit/3760092215306/muesli-crousti-cacao-biothentic,Muesli Crousti Cacao,c,1891,9,Hyper U
Breakfast cereals,3168930009733,https://fr.openfoodfacts.org/produit/3168930009733/golden-crisp-fraises-framboises-quaker,Golden Crisp Fraises & Framboises,a,1732,8.2,Auchan
Breakfast cereals,3168930009733,https://fr.openfoodfacts.org/produit/3168930009733/golden-crisp-fraises-framboises-quaker,Golden Crisp Fraises & Framboises,a,1732,8.2,Intermarché
Breakfast cereals,68753177,https://fr.openfoodfacts.org/produit/68753177/vitalis-light-muesli-croustillant-nature-dr-oetker,Vitalis Light - Muesli croustillant nature,c,1828,11,Noz
Breakfast cereals,0883366000248,https://fr.openfoodfacts.org/produit/0883366000248/gourmet-granola-nature-miel-dore-racine-de-maca-fourmi-bionique,"Gourmet Granola Nature, Miel Doré, Racine de Maca",-,1757,12,
Breakfast cereals,4008569028387,https://fr.openfoodfacts.org/produit/4008569028387/flocons-d-avoine-hahne,Flocons d'avoine,a,1506,12.5,
Breakfast cereals,2000000033526,https://fr.openfoodfacts.org/produit/2000000033526/muesli-fruits-rouges-grillon-d-or,Muesli fruits rouges,a,1531,8.2,Naturalia
Breakfast cereals,3168930009771,https://fr.openfoodfacts.org/produit/3168930009771/cruesli-gout-cookies-cream-quaker,Cruesli goût Cookies & Cream,c,1900,7.6,Auchan
Breakfast cereals,3257985566879,https://fr.openfoodfacts.org/produit/3257985566879/muesli-croustillant-aux-fruits-cora,Muesli Croustillant aux fruits,d,1833,7.4,Cora
Breakfast cereals,5053827140300,https://fr.openfoodfacts.org/produit/5053827140300/special-k-crunchy-muesli,Special K Crunchy Muesli,c,1619,9.9,
Breakfast cereals,5310099000566,https://fr.openfoodfacts.org/produit/5310099000566/crunchy-muesli-with-apple-hazelnut-vitalia,Crunchy muesli with apple & hazelnut,b,1720,7.5,
Breakfast cereals,5051882900020,https://fr.openfoodfacts.org/produit/5051882900020/love-fibre-weightwatchers,Love fibre,c,1519,11,
Breakfast cereals,8003000181405,https://fr.openfoodfacts.org/produit/8003000181405/muesli-croquant-aux-fruits-secs-cameo,Cameo Vitalis Frutta Secca GR. 300,c,2059,11,
Breakfast cereals,2000000064050,https://fr.openfoodfacts.org/produit/2000000064050/fitness-croquant-d-avoine-pepites-croustillantes-d-avoine-au-bon-gout-de-miel-nestle,Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel,c,1715,8.9,E.Leclerc
Breakfast cereals,2000000064050,https://fr.openfoodfacts.org/produit/2000000064050/fitness-croquant-d-avoine-pepites-croustillantes-d-avoine-au-bon-gout-de-miel-nestle,Fitness Croquant d'Avoine - Pépites croustillantes d'avoine au bon goût de miel,c,1715,8.9,Leclerc
Breakfast cereals,3263850801211,https://fr.openfoodfacts.org/produit/3263850801211/corn-flakes-petales-de-mais-dores-au-four-leader-price,Corn Flakes Pétales de maïs dorés au four,b,1586,8,Leader Price
Breakfast cereals,3263850803611,https://fr.openfoodfacts.org/produit/3263850803611/flakes-mais-leader-price,Flakes maïs,d,1582,5.7,Leader Price
Breakfast cereals,8710100103410,https://fr.openfoodfacts.org/produit/8710100103410/quaker-oats,Quaker Oats Tin,a,1565,11,
Breakfast cereals,3760014422904,https://fr.openfoodfacts.org/produit/3760014422904/muesli-au-lait-voyager,Muesli au lait,-,1607,12.2,Au vieux campeur
Breakfast cereals,3760014422904,https://fr.openfoodfacts.org/produit/3760014422904/muesli-au-lait-voyager,Muesli au lait,-,1607,12.2,RCIR
Breakfast cereals,3760014422904,https://fr.openfoodfacts.org/produit/3760014422904/muesli-au-lait-voyager,Muesli au lait,-,1607,12.2,Armée de Terre
Breakfast cereals,3760190621214,https://fr.openfoodfacts.org/produit/3760190621214/flacons-d-avoine-agovie,Flacons d'avoine,-,1502,12.5,
Breakfast cereals,26083520,https://fr.openfoodfacts.org/produit/26083520/figurine-d-hiver-emplie-de-dragees-goldenvale,Muesli Clusters Fruity,c,1780,7.8,Aldi
Breakfast cereals,05010026516619,https://fr.openfoodfacts.org/produit/05010026516619/oatbran-crisp-noix-miel-mornflake,Oatbran Crisp Noix & Miel,c,1791,9.7,
Breakfast cereals,3168930010562,https://fr.openfoodfacts.org/produit/3168930010562/golden-muesli-dattes-noix-coco-quaker,Golden muesli Dattes & Noix Coco,b,1623,11,
Breakfast cereals,3250391369669,https://fr.openfoodfacts.org/produit/3250391369669/netto-muesli-croustillant-aux-noix,Netto Muesli Croustillant Aux Noix,c,1971,10.8,Netto
Breakfast cereals,7613035635906,https://fr.openfoodfacts.org/produit/7613035635906/fitness-croquant-d-avoine-nestle,Fitness croquant d'avoine,c,1711,13,
Breakfast cereals,8002816806304,https://fr.openfoodfacts.org/produit/8002816806304/corn-flakes-piu-cereali-bio,Corn Flakes,c,1544,8,Biocoop
Breakfast cereals,7613312093856,https://fr.openfoodfacts.org/produit/7613312093856/flocons-d-avoine-complets-suisses-migros,Schweizer Vollkorn Haferflocken,a,1561,13,Migros
Breakfast cereals,4008713708240,https://fr.openfoodfacts.org/produit/4008713708240/muesli-fruits-fruits-secs-bruggen,Muesli 50% frutas y frutos secos,c,1536,6.8,
Breakfast cereals,3250392108328,https://fr.openfoodfacts.org/produit/3250392108328/petales-de-mais-glaces-au-sucre-netto,Pétales de Maïs Glacés au Sucre,c,1632,7.7,Netto
Breakfast cereals,3222475413650,https://fr.openfoodfacts.org/produit/3222475413650/variety-pack-les-doodingues,Variety Pack,d,1849,7.3,Casino
Breakfast cereals,3222475413650,https://fr.openfoodfacts.org/produit/3222475413650/variety-pack-les-doodingues,Variety Pack,d,1849,7.3,Géant
Breakfast cereals,3257985566862,https://fr.openfoodfacts.org/produit/3257985566862/muesli-croustillant-chocolat-noir-noisettes-cora,"Muesli croustillant chocolat noir, noisettes",c,1937,9,Cora
Breakfast cereals,2000000058327,https://fr.openfoodfacts.org/produit/2000000058327/granola-rose-food-cru,Granola Rose,-,-,-,
Breakfast cereals,3159470000113,https://fr.openfoodfacts.org/produit/3159470000113/corn-flakes-kellogg-s,Corn Flakes,c,1604,7,
Breakfast cereals,3760020503819,https://fr.openfoodfacts.org/produit/3760020503819/muesli-superfruits-sans-sucres-ajoutes-jardin-bio,Muesli superfruits sans sucres ajoutés,a,1498,8.7,Auchan
Breakfast cereals,5400113521266,https://fr.openfoodfacts.org/produit/5400113521266/crunchy-muesli-amandes-et-myrtille-delhaize,Crunchy muesli amandes et myrtille,b,1824,10.8,Delhaize
Breakfast cereals,3760182020063,https://fr.openfoodfacts.org/produit/3760182020063/granola-sans-gluten-moulin-des-moines,Granola Sans Gluten,b,1741,14.3,
Breakfast cereals,3111900350663,https://fr.openfoodfacts.org/produit/3111900350663/muesli-pepites-et-flocons-cranberry-chocolat-blanc-favrichon,Muesli Pépites et Flocons Cranberry & Chocolat Blanc,c,1678,9.3,
Breakfast cereals,0065633433281,https://fr.openfoodfacts.org/produit/0065633433281/avoine-croquante-trio-de-petits-fruits-general-mills,Avoine croquante Trio de petits fruits,b,1630,9.26,
Breakfast cereals,3329483473758,https://fr.openfoodfacts.org/produit/3329483473758/granola-miel-chocolat-et-amandes-markal,"Granola Miel, Chocolat et Amandes",b,1909,12.7,
Breakfast cereals,3353150103907,https://fr.openfoodfacts.org/produit/3353150103907/petales-de-mais-nature-harrisons,Pétales de Maïs Nature,c,1561,8,Carrefour
Breakfast cereals,5050083451546,https://fr.openfoodfacts.org/produit/5050083451546/extra-pepites-crunchy-muesli-kellogg-s,Extra Pépites Crunchy Muesli,e,1971,6,
Breakfast cereals,3596710421947,https://fr.openfoodfacts.org/produit/3596710421947/muesli-fruits-secs-sans-gluten-auchan,Muesli Fruits Secs Sans Gluten,b,1625,6.8,Auchan
Breakfast cereals,3250392422660,https://fr.openfoodfacts.org/produit/3250392422660/muesli-au-chocolat-netto,Muesli au chocolat,d,2000,8.2,Netto
Breakfast cereals,3450970108751,https://fr.openfoodfacts.org/produit/3450970108751/corn-flakes-sucrees-eco,Corn Flakes sucrées,d,1590,6.7,
Dried fruits,3560071018504,https://fr.openfoodfacts.org/produit/3560071018504/crunchy-coco-chocolat-carrefour,Crunchy Coco & Chocolat,d,2013,8.6,Carrefour
Dried fruits,3560071018504,https://fr.openfoodfacts.org/produit/3560071018504/crunchy-coco-chocolat-carrefour,Crunchy Coco & Chocolat,d,2013,8.6,Carrefour Market
Breakfast cereals,3560070967728,https://fr.openfoodfacts.org/produit/3560070967728/no-gluten-muesli-floconneux-aux-fruits-secs-et-aux-graines-carrefour,No Gluten ! Muesli Floconneux aux Fruits Secs et aux Graines,a,1586,8.6,Carrefour
Breakfast cereals,0205004001439,https://fr.openfoodfacts.org/produit/0205004001439/flocons-d-avoine-vrac-bio-c-bon,Flocons d’avoine (vrac),a,1607,12.5,
Breakfast cereals,3329483801209,https://fr.openfoodfacts.org/produit/3329483801209/flocons-de-seigle-markal,Flocons de Seigle,a,1406,12,
Breakfast cereals,4015637825007,https://fr.openfoodfacts.org/produit/4015637825007/muesli-d-avoine-au-chocolat-la-ferme-biologique,Muesli d'Avoine au Chocolat,a,1594,11,
Breakfast cereals,20472627,https://fr.openfoodfacts.org/produit/20472627/really-nutty-muesli-lidl,Really Nutty Muesli,a,1552,9.5,Lidl
Breakfast cereals,5011040028362,https://fr.openfoodfacts.org/produit/5011040028362/porridge-oatflakes-odlums,Porridge Oatflakes,a,1540,11.2,
Breakfast cereals,3760154260633,https://fr.openfoodfacts.org/produit/3760154260633/corn-flakes-nature-bio-nature-cie,Corn Flakes Nature Bio,a,1618,7.1,
Breakfast cereals,5011032581042,https://fr.openfoodfacts.org/produit/5011032581042/muesli-crunchy-wholesome-kelkin,Muesli crunchy & wholesome,a,1520,8.8,
Breakfast cereals,27095065,https://fr.openfoodfacts.org/produit/27095065/premium-muesli-fruits-noix-graines-golden-bridge,"Premium Muesli - Fruits, noix, & graines",c,1389,7.4,
Breakfast cereals,5050083566356,https://fr.openfoodfacts.org/produit/5050083566356/all-bran-golden-crunch-kellogg-s,All-Bran Golden Crunch,c,1695,8,
Breakfast cereals,9060960464473,https://fr.openfoodfacts.org/produit/9060960464473/high-protein-granola-lizi-s,High Protein Granola,c,1883,27,
Breakfast cereals,3264950120004,https://fr.openfoodfacts.org/produit/3264950120004/muesli-bio-aux-pepites-de-chocolat-abbaye-de-sept-fons,Müesli Bio aux Pépites de Chocolat,c,1628,8.5,
Breakfast cereals,5011032581035,https://fr.openfoodfacts.org/produit/5011032581035/original-muesli-kelkin,Original Muesli,b,1499,8.6,
Breakfast cereals,4602112100393,https://fr.openfoodfacts.org/produit/4602112100393/%D0%B3%D0%B5%D1%80%D0%BA%D1%83%D0%BB%D0%B5%D1%81-%D1%82%D1%80%D0%B0%D0%B4%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9-%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82,Геркулес традиционный,a,1469,12,Да!
Breakfast cereals,0814930010073,https://fr.openfoodfacts.org/produit/0814930010073/fruit-nuts-seeds-muesli-dorset-cereals,"Fruit, Nuts & Seeds Muesli",c,1530,6.67,
Breakfast cereals,3560070382347,https://fr.openfoodfacts.org/produit/3560070382347/crunchy-muesli-fruits-rouges-amandes-carrefour,Crunchy Muesli Fruits rouges & Amandes,d,1964,9.6,Carrefour
Breakfast cereals,8000633035822,https://fr.openfoodfacts.org/produit/8000633035822/multicereale-con-cioccolato-fondente-e-vaniglia-biologico-il-vaggiator-biologico,Multicereale Con Cioccolato Fondente e Vaniglia Biologico,c,1669,7.2,
Breakfast cereals,3380390081726,https://fr.openfoodfacts.org/produit/3380390081726/crusto-primeal,Crusto,c,1682,9.3,
Breakfast cereals,3596710408184,https://fr.openfoodfacts.org/produit/3596710408184/crousty-chocolat-noir-et-noisettes-auchan,Crousty Chocolat Noir et Noisettes,d,1938,8.8,Auchan
